Scenario,StkID,Stock,Variable,n,numNA,Mean,Median,SD,p10,p25,p75,p90,percNA,CV
Low,6,Damdochax,Seq.c,2000,0,7464.01089534241,7330.047961651499,1869.7555384685731,5212.861903347652,6200.578387758347,8557.001448405854,9938.30458152927,0,0.25050278793608305
Low,6,Damdochax,Sgen,2000,0,874.4139708902137,859.9718136481158,210.19385075624683,617.3980231222104,731.2732500323095,993.1527082721896,1143.5824139031279,0,0.24038253933918166
Low,6,Damdochax,Sgen.c,2000,0,840.7180856634727,828.6324137386115,211.13720958773774,579.3247938463071,695.8562825179564,966.5425492793271,1113.5280516381943,0,0.25113913116441855
Low,6,Damdochax,SgenRatio,2000,0,3.4352540979747017,3.267006381488404,1.1197165127456574,2.1410687504244423,2.664036008178291,4.041702447857242,4.919833249579245,0,0.3259486724448712
Low,6,Damdochax,SgenRatio.c,2000,0,3.7655870348701423,3.560762188403105,1.2839608729126355,2.2916632804805075,2.882481967501005,4.427704797666867,5.442308658032871,0,0.34097230020787805
Low,6,Damdochax,sigma,2000,0,0.38800350565772085,0.39520683259432454,0.10785450931976787,0.24185119790110474,0.3247407272877433,0.4525984855886664,0.5204864991301427,0,0.27797302794194917
Low,6,Damdochax,Smax,2000,0,5262.2169755410205,5102.345462909246,905.6889173760227,4291.6719628104165,4635.675809190706,5708.223733864721,6415.029934814163,0,0.17211166350336718
Low,6,Damdochax,Smsy,2000,0,2838.911944428546,2794.675720108159,610.607108191391,2112.740413364371,2433.99146628207,3188.79668347076,3602.479795001553,0,0.21508490581743003
Low,6,Damdochax,Smsy.c,2000,0,2969.513464035552,2914.2875365621385,641.5104803798497,2212.7636116852573,2537.574662414457,3330.919199575709,3791.6417214998137,0,0.216032184446822
Low,6,Damdochax,Umsy,2000,0,0.5434009923024671,0.55147855886337,0.0938606818985212,0.4167518269761779,0.48917047590452295,0.6082773047106904,0.6560021572388782,0,0.17272821218235207
Low,6,Damdochax,Umsy.c,2000,0,0.5675854784176997,0.5753638367565332,0.09386767681170373,0.4407288516578054,0.5141257619936993,0.6310950675638884,0.6812824654444597,0,0.16538068781002932
Low,8,Johnston,beta,2000,0,176.19152830384542,170.92030197387794,18.314731966997567,162.7051437297622,165.26980232622972,179.57114005926138,194.6002438178221,0,0.1039478580117285
Low,8,Johnston,deviance,2000,0,-91.91390058340144,-92.66014080208684,2.946839059178047,-95.05099605510745,-94.05553404060544,-90.29135078265098,-88.28220769913705,0,-0.03206086392236313
Low,8,Johnston,ln.alpha,2000,0,1.121466516129658,0.9826642677367335,0.30361798482095115,0.811350057723814,0.9079179612087529,1.3278818642519123,1.520791391981336,0,0.2707329915375275
Low,8,Johnston,ln.alpha.c,2000,0,1.430946544923982,1.3366857205468938,0.3611219411651324,1.0674176987845487,1.1709890779473884,1.6266033198996488,1.9038151686793685,0,0.2523657801517084
Low,8,Johnston,Seq,2000,0,6348.773386234439,5908.624635292526,1474.0663057394343,4655.872741906781,5277.595649987093,7385.706998593327,8483.016105449631,0,0.2321812759824661
Low,8,Johnston,Seq.c,2000,0,8089.066530853094,7731.2447966122245,1641.9121520557594,6304.168038967351,6860.465954554874,9089.0192498037,10324.517850820974,0,0.20297918749873342
Low,8,Johnston,Sgen,2000,0,1041.5554136113092,1095.8488505527912,165.89043189284658,827.4371828956951,965.2059957403948,1161.6175163767516,1204.5588240101424,0,0.15927182531524345
Low,8,Johnston,Sgen.c,2000,0,928.5707820885788,980.0385670465816,209.72187025566683,644.2172505230914,810.0893965686697,1085.1876145114593,1164.0227263516942,0,0.22585447905646133
Low,8,Johnston,SgenRatio,2000,0,2.7160912272651325,2.2066276301621994,1.1560353144350008,1.8494767148197702,2.0243814101513915,3.1755423060098047,3.9169307408138536,0,0.42562462660690076
Low,8,Johnston,SgenRatio.c,2000,0,3.9470371126908943,3.213214244541853,3.7860831050010044,2.388269691644659,2.674709592451211,4.391489571763319,5.985868766514107,0,0.9592215621250748
Low,8,Johnston,sigma,2000,0,0.7602403663409804,0.7226705544539567,0.20252197547341544,0.5387926794216404,0.6221592485606127,0.8537661345637634,1.0303485195561206,0,0.2663920313099778
Low,8,Johnston,Smax,2000,0,5721.932622009431,5850.680135993433,460.058357951953,5138.73970752146,5568.82396114482,6050.712144170645,6146.087192393432,0,0.08040261714762896
Low,8,Johnston,Smsy,2000,0,2663.1457488295086,2562.946342241852,488.8837830474665,2082.9666595373255,2322.0557859894316,3033.880701246637,3351.5729333832996,0,0.18357379924186953
Low,8,Johnston,Smsy.c,2000,0,3213.4391456881563,3138.512134278464,455.1774828049906,2697.3036081786236,2887.0553933929377,3512.231341959231,3852.8757606224594,0,0.1416480792598033
Low,8,Johnston,Umsy,2000,0,0.4689673487698283,0.4265608371740188,0.09749229259261921,0.3619738938848396,0.3989090073618455,0.5435674334798127,0.6012844102155139,0,0.20788716495584633
Low,8,Johnston,Umsy.c,2000,0,0.5658770503133471,0.5463207943547674,0.09555692123667257,0.45691966865542355,0.4925775972349953,0.6306345565436883,0.6999636208465155,0,0.16886516458612194
Low,10,Alastair,beta,2000,0,47.365270699487105,47.57071882483356,7.608943741107396,37.408097925259256,42.419515690889156,52.04746423170036,57.1831288231284,0,0.16064394077641764
Low,10,Alastair,deviance,2000,0,-320.298909294618,-308.5954935856256,45.68502118292252,-368.2753838351595,-331.81202733415876,-289.9692321801318,-281.98021111746874,0,-0.14263245942214692
Low,10,Alastair,ln.alpha,2000,0,1.492670879026603,1.5557871943098678,0.7704720421262835,0.4466252252058709,1.0647039845005082,1.9836594151522946,2.3742656186782223,0,0.5161700767075471
Low,10,Alastair,ln.alpha.c,2000,0,1.6847218332186928,1.805834129381573,0.7835071478203648,0.5889900175065789,1.246760842643403,2.189176772856281,2.575099120806365,0,0.46506618028654595
Low,10,Alastair,Seq,2000,97,33315.97032197543,33802.917394184275,13080.941632534219,15912.151378235056,25878.417667586928,41384.68974755236,48836.652598550914,4.8500000000000005,0.3926327675921222
Low,10,Alastair,Seq.c,2000,69,37077.99397302987,38981.5307280313,13769.118458907105,16626.091295047452,29673.973414990614,45787.80549959121,52532.26680868248,3.45,0.37135553959371725
Low,10,Alastair,Sgen,2000,97,2970.626237573681,2940.792326548946,1233.3030729989227,1365.1195209802668,2059.837004460266,3790.6963361435087,4493.000777668729,4.8500000000000005,0.41516602034938194
Low,10,Alastair,Sgen.c,2000,69,2701.6080221388024,2567.728242394117,1225.0441511963836,1196.6339655550266,1776.311467581299,3600.840650068944,4334.283092325506,3.45,0.4534499976153253
Low,10,Alastair,SgenRatio,2000,97,5.553817681235017,4.266788713089098,5.025684818943492,1.6960277854658294,2.68349956430253,6.729136358227512,10.171366703443026,4.8500000000000005,0.9049063378374921
Low,10,Alastair,SgenRatio.c,2000,69,6.67730375889062,5.517846751192379,5.566567397401026,1.7848595933213067,3.2032732041204612,8.314352312628799,12.430798800226171,3.45,0.8336549599064318
Low,10,Alastair,sigma,2000,0,0.5922216660662492,0.6132945960371008,0.18273506143385396,0.35352643900591574,0.4893006750714323,0.7224983909712641,0.8047084086172929,0,0.30855855485268957
Low,10,Alastair,Smax,2000,0,21694.9507306895,21021.334937414977,3723.730756793033,17487.675483674095,19213.231898259008,23574.057090972165,26732.179807644403,0,0.17164043389715902
Low,10,Alastair,Smsy,2000,97,12462.832606355489,12994.218973658304,3905.7901713549013,7075.505661136056,10646.559747041341,14967.08769234551,16892.190792712077,4.8500000000000005,0.31339505991303473
Low,10,Alastair,Smsy.c,2000,69,13437.70260976965,14152.10553531582,4071.2209163917933,7462.037358271343,11758.069907543668,16052.909016636146,17723.138079562334,3.45,0.3029700116619549
Low,10,Alastair,Umsy,2000,97,0.5883261090456133,0.6212061990370498,0.18867850405982695,0.3230385352712776,0.4910015101315072,0.7239182730779029,0.7978586134771486,4.8500000000000005,0.3207039449020927
Low,10,Alastair,Umsy.c,2000,69,0.6315796862613822,0.6825052336323734,0.19070304883886818,0.34653173447453933,0.5450441459119948,0.763030622095812,0.8264160474587195,3.45,0.3019461407439011
Low,11,Lakelse,beta,2000,0,46.85450123926959,46.72222873035614,8.008368407070959,37.19119955324335,41.4858086194953,52.11157021646844,56.971567170691024,0,0.17091993715128917
Low,11,Lakelse,deviance,2000,0,-426.33617810553415,-418.8909375153535,36.86286903269948,-477.28346188153165,-440.4075117043301,-401.5836135311053,-388.2254693951578,0,-0.08646432305253376
Low,11,Lakelse,ln.alpha,2000,0,0.14326055185162456,0.08192278261889224,0.4696151061284144,-0.3944085316660211,-0.17237006944272382,0.4090926294872996,0.787834752745235,0,3.278048981793651
Low,11,Lakelse,ln.alpha.c,2000,0,0.21370960546575268,0.14418578131467918,0.47908849310623747,-0.33448731806351234,-0.11001457094269758,0.4848664086873357,0.8609274745071279,0,2.2417733262953976
Low,11,Lakelse,Seq,2000,830,8736.722773109726,7150.004184425943,6938.7583174352785,1154.590561911953,2948.156318107246,13010.609375493275,19138.527726215234,41.5,0.7942060767673317
Low,11,Lakelse,Seq.c,2000,702,9397.421025714306,7649.012086629817,7351.4424098323825,1369.7031468058533,3345.005926028863,13982.5424957955,20475.364240111674,35.099999999999994,0.7822829678181407
Low,11,Lakelse,Sgen,2000,830,2441.784617820843,2691.5522276380884,1290.9871490098778,550.7340155903325,1335.7793326864396,3555.041438497717,3962.648519209535,41.5,0.5287063976027551
Low,11,Lakelse,Sgen.c,2000,702,2539.7090180434134,2738.067944286955,1292.6722565707755,655.4157098512017,1472.308820671447,3614.9108295771503,4059.6548724613453,35.099999999999994,0.5089843944274559
Low,11,Lakelse,SgenRatio,2000,830,1.4684898522835048,1.2519482317370583,0.6753356374879347,1.0567743501567843,1.09373309495038,1.5817109024176186,2.1870309354778263,41.5,0.4598844428089076
Low,11,Lakelse,SgenRatio.c,2000,702,1.527661144832741,1.2771655580703514,0.7753264997656876,1.059585345419121,1.1053227769756542,1.645709260654816,2.331672536992979,35.099999999999994,0.5075251814764037
Low,11,Lakelse,sigma,2000,0,0.35940976394179885,0.3622036714819714,0.10829862929931633,0.21614165299772575,0.29475580778911237,0.4245990923388065,0.4948685170356585,0,0.30132355924769394
Low,11,Lakelse,Smax,2000,0,22035.80818725821,21403.088576343638,4232.859370895104,17552.617635241226,19189.596449690485,24104.628740459557,26888.09434097883,0,0.1920900443008337
Low,11,Lakelse,Smsy,2000,830,3947.49968121764,3396.15761810017,2911.4969201201698,573.6786758505978,1444.5292947746107,5958.960225278176,8398.347209970783,41.5,0.7375546941708919
Low,11,Lakelse,Smsy.c,2000,702,4221.291714756429,3637.574781604216,3052.5808723935256,678.3663699160162,1635.689668274857,6367.4134686817615,8824.837074683197,35.099999999999994,0.7231390481076149
Low,11,Lakelse,Umsy,2000,830,0.19650488572707792,0.1688593827940519,0.1524696426685845,0.029914575642097235,0.07025366607842243,0.2917079227187702,0.4194943510007819,41.5,0.7759076427257225
Low,11,Lakelse,Umsy.c,2000,702,0.20859423410615652,0.1775001639815138,0.1577708255969309,0.03151206309391486,0.07700084705150959,0.30993871158403563,0.4452700875233285,35.099999999999994,0.7563527643656686
Low,12,Kitsumkalum,beta,2000,0,43.828437751458836,43.20679978542657,6.753629855910129,35.227101857103435,38.67717419662796,48.234448767319954,52.64634168379145,0,0.15409241584672576
Low,12,Kitsumkalum,deviance,2000,0,-165.52941917608237,-160.46317894811258,20.83703498589578,-196.366276809322,-180.24417587194642,-147.31760592298548,-143.52089188552304,0,-0.1258811581023572
Low,12,Kitsumkalum,ln.alpha,2000,0,1.7286019867914195,1.7424176097696311,0.19589201341013648,1.4627797487525656,1.6071330848482992,1.8629897693250606,1.9589240610393606,0,0.11332395479525366
Low,12,Kitsumkalum,ln.alpha.c,2000,0,1.756440522522623,1.7691139965994096,0.19883447061534526,1.490131863573696,1.6361310106971831,1.891678995192362,1.988848395790283,0,0.11320307637276358
Low,12,Kitsumkalum,Seq,2000,0,39999.392124491686,39151.80819453646,5486.490438889476,33713.28210621817,35938.26765979384,43436.57742776554,47630.46654650253,0,0.13716434544339212
Low,12,Kitsumkalum,Seq.c,2000,0,40619.13294459422,39875.18293637941,5371.78675481485,34463.72692085108,36726.767087674714,43909.29466845432,47974.89883170497,0,0.13224769623079194
Low,12,Kitsumkalum,Sgen,2000,0,3147.986578896128,3067.431302967842,789.396235932824,2199.479077805416,2566.0074967764745,3640.601454792365,4249.1160516505615,0,0.250762262210671
Low,12,Kitsumkalum,Sgen.c,2000,0,3091.4008269911187,3018.402597834488,794.0627628330907,2135.2376119269315,2500.106225465922,3578.0298258338107,4183.218543163946,0,0.2568617941420289
Low,12,Kitsumkalum,SgenRatio,2000,0,5.05297175974281,5.018436667814473,1.0762507833344321,3.6900527620934938,4.323612181717058,5.725572525302421,6.359261022973313,0,0.21299362721734505
Low,12,Kitsumkalum,SgenRatio.c,2000,0,5.212693419272484,5.1687286458017,1.1268211353273838,3.786689787454041,4.463282125849586,5.904505051387526,6.56820981584522,0,0.21616869527781474
Low,12,Kitsumkalum,sigma,2000,0,0.21923279278495258,0.2157267721360625,0.08728036985254813,0.10637703753831533,0.14704386063288738,0.284177200966249,0.33269176646830384,0,0.3981173105711527
Low,12,Kitsumkalum,Smax,2000,0,23350.468074024102,23144.50514655554,3524.051852612181,18994.672479488585,20732.070658129403,25855.043025368217,28387.234466702324,0,0.1509199662054082
Low,12,Kitsumkalum,Smsy,2000,0,15193.277954658319,14891.91987409638,1996.9206820051124,12819.422020530215,13707.139945000055,16516.881493632525,17980.461079578043,0,0.1314344862224316
Low,12,Kitsumkalum,Smsy.c,2000,0,15350.315505762397,15073.564830942707,1969.2759759648238,13014.075299490874,13905.41714576501,16663.930229284008,18092.718901787757,0,0.12828895765859483
Low,12,Kitsumkalum,Umsy,2000,0,0.654690744573895,0.6609145300283779,0.05074077364262867,0.5845020788491881,0.6253554672306286,0.6904273350838477,0.7124758028283469,0,0.07750342289572654
Low,12,Kitsumkalum,Umsy.c,2000,0,0.6616712310280493,0.6676243930509869,0.050755252901290064,0.5924760873040424,0.6331979775036839,0.6971526382362734,0.7190982127647487,0,0.07670766163194191
Low,13,Mcdonell,beta,2000,0,265.3697291791641,261.02660109113845,43.40714731543156,213.3928181371243,232.3874361278027,296.1950132570914,326.5524521224594,0,0.16357233905199967
Low,13,Mcdonell,deviance,2000,0,-373.73901184988466,-374.29771394876536,3.0806018298155817,-377.2871471936424,-375.99603169748684,-372.0774034375519,-369.4952451936832,0,-0.008242655254445128
Low,13,Mcdonell,ln.alpha,2000,0,1.5023242814624351,1.4282940156162212,0.19613502972625368,1.2932568940041114,1.3654393707139092,1.6616956501742906,1.7789959683098124,0,0.13055438971892697
Low,13,Mcdonell,ln.alpha.c,2000,0,1.7017226435355104,1.6609191063959934,0.19618800749803356,1.475930337150568,1.5592298586870907,1.8524295981276993,1.9770475175107718,0,0.11528788680300571
Low,13,Mcdonell,Seq,2000,0,5709.460143047323,5687.704607484191,485.28216464226256,5133.859701190436,5352.5701263323535,6003.25508410413,6315.207743344738,0,0.08499615593835319
Low,13,Mcdonell,Seq.c,2000,0,6485.302285977073,6424.88971521659,623.4041892848119,5743.775502302053,6058.673255922511,6810.390594874333,7338.250854352111,0,0.09612569496302054
Low,13,Mcdonell,Sgen,2000,0,610.152056377777,616.518812668083,162.3312016067849,401.862168973035,481.19060156434966,717.0170050162311,806.5706242673227,0,0.2660504048293778
Low,13,Mcdonell,Sgen.c,2000,0,537.9851027044452,535.7360841680883,150.23484070825612,351.2752481241744,419.5719534664546,644.9975835810156,720.8338019053396,0,0.27925464841503456
Low,13,Mcdonell,SgenRatio,2000,0,3.933111685032783,3.603373684932481,0.9135114261533916,3.052803613732803,3.296114819055382,4.5012648243482944,5.240846788231977,0,0.23226175590937417
Low,13,Mcdonell,SgenRatio.c,2000,0,4.895622183151993,4.581458201702897,1.1411622259278253,3.7377131513190003,4.089552724577884,5.554015603401405,6.400353744135843,0,0.2330985078577082
Low,13,Mcdonell,sigma,2000,0,0.6272586878980007,0.6201948429766561,0.07311590504407482,0.5370490420625408,0.5754117297766855,0.6705023402121141,0.7231507874843046,0,0.11656419664603242
Low,13,Mcdonell,Smax,2000,0,3870.534685882354,3831.0271666558847,638.1264708063862,3062.2951795351796,3376.1550152501995,4303.158624505177,4686.193325200893,0,0.16486778251437229
Low,13,Mcdonell,Smsy,2000,0,2265.988537306914,2249.7257027964133,220.46477288866006,1996.4826005897887,2112.47218044407,2394.4360579157856,2553.710209176779,0,0.09729297799126486
Low,13,Mcdonell,Smsy.c,2000,0,2481.290946399674,2452.7599175049113,274.8909693151611,2143.9660480526427,2277.0484074574097,2646.5815479881617,2838.347393424013,0,0.11078546420121546
Low,13,Mcdonell,Umsy,2000,0,0.5932026941106876,0.574292119505128,0.05553194598877052,0.532627722576159,0.5552335052556566,0.6400117534995288,0.6700827015679858,0,0.09361377913500953
Low,13,Mcdonell,Umsy.c,2000,0,0.6477760419463564,0.6398061202417396,0.04989518738557758,0.5883495718922599,0.6121341394140187,0.6879233023966458,0.7165009630364997,0,0.07702536703219026
Low,14,Kitwanga,beta,2000,0,53.54642565715358,38.18581775963603,39.50504563267103,20.424321023543737,25.316123750685207,70.06819428739335,110.84274095095958,0,0.7377718521421667
Low,14,Kitwanga,deviance,2000,0,-106.65858453766849,-107.0104189413191,2.6668856447654785,-109.8121015668866,-108.49099719768209,-105.10657523629051,-103.14529957762969,0,-0.02500394746775978
Low,14,Kitwanga,ln.alpha,2000,0,0.4559934021018127,0.2382862429483478,0.5497738024855976,-0.1609255690451557,0.07749033042266926,0.8676332418979164,1.2528731701794267,0,1.205661748506716
Low,14,Kitwanga,ln.alpha.c,2000,0,1.8567410948736047,1.7334087347463003,0.7189991280697084,1.043626542566908,1.3382661025662463,2.2459700020287343,2.8154669254574824,0,0.38723714903216133
Low,14,Kitwanga,Seq,2000,369,13137.62538160992,8534.588488385349,12806.47250718191,1886.3124082421427,4779.639929326515,16957.329591034737,30998.250841344154,18.45,0.9747935517409746
Low,14,Kitwanga,Seq.c,2000,0,49206.68182051336,42641.458237904735,32021.552513317703,15546.777738237828,23847.70747980219,65847.41374063384,93265.05000722397,0,0.6507561844978644
Low,14,Kitwanga,Sgen,2000,369,3142.6010052527336,2475.6409298622475,2350.243273296602,824.8920100682649,1497.2638073105195,4130.382195224193,7077.217834532745,18.45,0.7478656276658294
Low,14,Kitwanga,Sgen.c,2000,0,3620.7040336469704,2969.690734490636,2556.4047202083375,702.3818568325647,1477.1601025108407,5301.850893580458,7508.045901501051,0,0.7060518331384814
Low,14,Kitwanga,SgenRatio,2000,369,1.8034320934408141,1.445012871762473,1.0141780296078138,1.0523581989246709,1.0987849051810201,2.165983061828691,3.1322437704190613,18.45,0.5623599764562455
Low,14,Kitwanga,SgenRatio.c,2000,0,8.704925077134135,4.972802052497013,28.18446370051746,2.355888615417941,3.2211182150233006,8.665818870240521,16.00398620376359,0,3.2377606298475397
Low,14,Kitwanga,sigma,2000,0,1.6351108930428593,1.5827308583749005,0.3577313780836118,1.20945889661288,1.3704462670738833,1.8534655587035,2.1178227880063325,0,0.2187811111807173
Low,14,Kitwanga,Smax,2000,0,27615.164455171027,26187.784928471385,14617.165979054716,9021.790824418309,14271.81708300249,39500.57956875176,48961.23591316792,0,0.529316636979781
Low,14,Kitwanga,Smsy,2000,369,5783.435591504475,3843.4703058733103,5352.072681141929,922.3220306447272,2282.587816648346,7364.316100022057,13523.343933170112,18.45,0.9254140720446178
Low,14,Kitwanga,Smsy.c,2000,0,17660.38914617789,16018.671486714007,10047.020547266016,5868.917407847063,8865.620731595447,24365.494426160338,32657.236292106936,0,0.5689014247707231
Low,14,Kitwanga,Umsy,2000,369,0.26332905214449237,0.2520983607051188,0.19217578203451055,0.04367489166281823,0.08296501584631744,0.42018706581145415,0.5382965612718154,18.45,0.7297933155095283
Low,14,Kitwanga,Umsy.c,2000,0,0.656381165336769,0.6586275540054565,0.15594680820587042,0.44850465735535444,0.5468132594615807,0.771174486479126,0.8586872395549675,0,0.23758574505388025
Low,16,Morice,beta,2000,0,62.8083217539457,63.09861446960639,10.035915783463428,49.81608910841684,55.772493822906945,69.80266075657758,75.40864804573917,0,0.1597864025531451
Low,16,Morice,deviance,2000,0,-467.1062158808499,-463.50966281673755,52.84293593668382,-539.8402082827074,-503.26078982319206,-427.3099506166336,-399.6582350249762,0,-0.11312830816655857
Low,16,Morice,ln.alpha,2000,0,1.1513681964922968,1.1295175777517152,0.44453243570069945,0.5692238840590857,0.8381035834025379,1.4754021149757597,1.7460392759647987,0,0.3860905981726703
Low,16,Morice,ln.alpha.c,2000,0,1.1768377821183191,1.1561276636585636,0.4478609547192148,0.5843870468280122,0.8570499864362537,1.5037173541151225,1.7684418394376833,0,0.38056303215644627
Low,16,Morice,Seq,2000,3,18262.092905359612,17871.28074792725,6367.117609794985,9800.070315563762,14022.128608765568,22908.05694782621,26704.79054982162,0.15,0.34865213109973525
Low,16,Morice,Seq.c,2000,3,18670.69124669854,18288.196416807823,6399.07373755486,10034.68549475189,14474.075194276531,23390.46580728604,27174.159562713012,0.15,0.342733627427232
Low,16,Morice,Sgen,2000,3,2762.865891913539,2766.50815552974,696.9661242294055,1889.4486392129927,2317.7905090050317,3211.261665830459,3623.373661110776,0.15,0.2522620175917016
Low,16,Morice,Sgen.c,2000,3,2751.873770997857,2758.9371891292235,706.6375377307803,1860.129138257419,2294.940036990049,3208.0367976222597,3621.9285906076266,0.15,0.25678413929376803
Low,16,Morice,SgenRatio,2000,3,2.9806272556306252,2.5709559350579587,1.4848137917407893,1.4813584537127251,1.903646349276447,3.7327195362863637,5.0130827744461275,0.15,0.4981548058167509
Low,16,Morice,SgenRatio.c,2000,3,3.067324175573183,2.649561593647065,1.5488811888143592,1.503973042004286,1.942384887012442,3.8525050989002905,5.152105870877389,0.15,0.5049616865243544
Low,16,Morice,sigma,2000,0,0.2031467067459883,0.1841841561900015,0.0983637357086195,0.09479636965877683,0.1265939792362968,0.2590784851560291,0.343341996356712,0,0.48420049374274177
Low,16,Morice,Smax,2000,0,16362.8179221689,15848.20936758423,2845.415567688289,13261.078485270245,14326.10538499974,17929.989694646105,20073.837802031336,0,0.1738952044337805
Low,16,Morice,Smsy,2000,3,7520.603949422657,7557.965361026849,2209.7961973628503,4507.830167875651,6164.210834362062,9011.913027762645,10270.272966408214,0.15,0.2938322789265472
Low,16,Morice,Smsy.c,2000,3,7657.277886533386,7703.669216200639,2200.1833139855216,4610.592418120443,6350.242255101033,9096.372783936209,10366.623753957658,0.15,0.287332306152153
Low,16,Morice,Umsy,2000,3,0.4724450483256178,0.47877408154276063,0.1488646392639894,0.2648346743472155,0.37281248595089395,0.5885805745739993,0.6618537015715007,0.15,0.3150940829871693
Low,16,Morice,Umsy.c,2000,3,0.4808232719180318,0.4877904065715602,0.14835380957614722,0.2710614027774502,0.3809055008986754,0.5968768674680202,0.667517706747923,0.15,0.30854124215817447
Low,17,Swan/Stephens,beta,2000,0,25.29163611495695,24.728411739996183,7.913999440486758,15.066292909659312,18.864021234872403,30.77803230810093,36.08704612494183,0,0.31290974630963403
Low,17,Swan/Stephens,deviance,2000,0,-185.52818644997487,-184.67722348761305,8.750746582706952,-193.96508481466603,-189.2291420146202,-180.4239118949808,-176.85579638067105,0,-0.047166669119931656
Low,17,Swan/Stephens,ln.alpha,2000,0,0.3671448147029515,0.37619139882997477,0.32081842804688454,-0.022361374566799843,0.17550979665208744,0.5661870091922454,0.7591375050554996,0,0.8738198530910791
Low,17,Swan/Stephens,ln.alpha.c,2000,0,0.5776558555876745,0.5944987592210867,0.3335685704175882,0.18280359687738484,0.3774377408387427,0.7916610794996941,0.9867050859851352,0,0.5774520714902722
Low,17,Swan/Stephens,Seq,2000,220,18122.090122771155,16555.278120041912,11328.788263608762,4933.383588741828,9897.06593071714,24186.471398876667,32939.212393599635,11,0.6251369564360388
Low,17,Swan/Stephens,Seq.c,2000,105,26352.22309199356,24097.531845461,14455.535597082,9898.186451057929,16153.811395416957,34215.14037432684,44653.02372816887,5.25,0.5485508963178874
Low,17,Swan/Stephens,Sgen,2000,220,5764.098731342793,5587.492848581106,2802.9262711056767,2216.7870905461505,3989.592094993631,7304.320014423758,9512.76356731024,11,0.48627311948432095
Low,17,Swan/Stephens,Sgen.c,2000,105,7086.704429208017,6654.144515558412,2925.059132073899,3932.7238506365284,5093.979681884327,8688.846566854343,11178.399761089871,5.25,0.41275308731914934
Low,17,Swan/Stephens,SgenRatio,2000,220,1.3804114894137365,1.3049668886491235,0.4059729191964915,1.0700533432810262,1.1538492296814133,1.5120369438610894,1.7973131091975054,11,0.2940955811436407
Low,17,Swan/Stephens,SgenRatio.c,2000,105,1.634104486266578,1.5359156850105713,0.4721770037946648,1.1610155341526769,1.3088804304545554,1.828713664242248,2.2328457574469107,5.25,0.28895153753199887
Low,17,Swan/Stephens,sigma,2000,0,0.6403648885387828,0.6340993672613147,0.10469179281060793,0.5171487820500204,0.5721990737643247,0.7032294041395994,0.7746603771250438,0,0.16348771565146084
Low,17,Swan/Stephens,Smax,2000,0,43908.80820459648,40439.32360686177,14909.505669933198,27710.77456818619,32490.70603310775,53010.973550236784,66373.32793117804,0,0.33955614555651814
Low,17,Swan/Stephens,Smsy,2000,220,8384.814415647785,7754.449852147027,5000.936361067422,2417.3004616727035,4765.333404979512,11138.718850791072,14820.922978492938,11,0.596427793528101
Low,17,Swan/Stephens,Smsy.c,2000,105,11886.445586166914,11039.293569455103,6164.013291734743,4733.057599525928,7599.803911498381,15387.582041880189,19778.347746954358,5.25,0.5185749808090852
Low,17,Swan/Stephens,Umsy,2000,220,0.20223376012857286,0.19728961948078505,0.1101580452560791,0.06061429645212635,0.11977153901148645,0.2741866090271449,0.35014797537818143,11,0.5447065078849576
Low,17,Swan/Stephens,Umsy.c,2000,105,0.27889506544965775,0.28077217375531416,0.11746722150267379,0.12248895252759692,0.19844340704596258,0.3579198562145464,0.43123172356088857,5.25,0.4211878805144271
Low,18,Babine Early Wild,beta,2000,0,11.464915062712679,11.516511541733111,3.2401683521432925,7.116882517652277,9.336098357039276,13.5585746279351,15.606063583523323,0,0.28261599274130567
Low,18,Babine Early Wild,deviance,2000,0,-156.74518539111378,-157.06272261369173,5.524346253259038,-163.4507500837063,-160.63254859535533,-153.44168726882202,-149.68727328157493,0,-0.03524412082881255
Low,18,Babine Early Wild,ln.alpha,2000,0,0.48331608321661873,0.4968710196152512,0.34876939814485736,0.03786331353442902,0.24712984189049983,0.7172446189392208,0.9233085330390786,0,0.7216176126887577
Low,18,Babine Early Wild,ln.alpha.c,2000,0,0.8053174843570606,0.8153283869113209,0.36649290479762364,0.33643898142883377,0.562187557620627,1.0430777578165606,1.2609630637402156,0,0.45509120553891824
Low,18,Babine Early Wild,Seq,2000,169,48810.462141944736,46708.83391139269,27900.625954149615,14991.547831898528,28398.517182036318,64503.541289989305,83238.79357954186,8.450000000000001,0.5716115916504203
Low,18,Babine Early Wild,Seq.c,2000,31,75880.51408061142,71401.95473323933,38261.582925447234,32516.290875565683,50717.0843115447,93341.86703722255,122301.06421542676,1.55,0.504234629786511
Low,18,Babine Early Wild,Sgen,2000,169,14012.350391590639,13508.759340080445,6335.01649768404,6682.854658529802,10457.34331160021,16765.512152536437,20818.64020339939,8.450000000000001,0.4521023469043375
Low,18,Babine Early Wild,Sgen.c,2000,31,16596.23045241739,15393.899924097312,6609.718054269832,10301.537558321466,12559.611369124987,18934.67368324074,24877.102538964533,1.55,0.39826622516603266
Low,18,Babine Early Wild,SgenRatio,2000,169,1.541587262199146,1.4312443060102722,0.510653414197697,1.095100205762871,1.2124633342545987,1.7345172332105774,2.1142113300166065,8.450000000000001,0.33125170836532875
